Previous Scores,Hours Studied,Sample Question Papers Practiced,Sleep Hours,Performance_bin,Extracurricular Activities,Previous Scores_scaled
54,6,1,4,4,1,2.3728813559322033
96,5,9,4,8,0,9.491525423728813
59,4,7,4,4,1,3.2203389830508473
44,4,5,7,2,0,0.6779661016949152
46,3,8,6,2,1,1.0169491525423728
57,8,2,5,5,0,2.8813559322033897
95,7,3,6,9,1,9.322033898305085
50,9,7,6,4,0,1.694915254237288
71,1,6,6,4,0,5.254237288135593
89,7,7,4,8,0,8.305084745762711
66,4,8,4,5,1,4.406779661016949
65,7,7,7,6,0,4.237288135593221
76,1,7,9,5,1,6.101694915254237
84,5,5,6,7,0,7.4576271186440675
67,3,1,8,4,0,4.576271186440678
89,5,6,9,8,0,8.305084745762711
41,4,3,7,2,1,0.1694915254237288
59,2,2,4,3,1,3.2203389830508473
43,4,3,6,2,1,0.5084745762711864
52,3,3,4,3,0,2.0338983050847457
63,1,2,9,4,1,3.8983050847457625
87,8,8,5,8,0,7.966101694915254
97,4,1,4,8,0,9.661016949152541
79,5,0,7,6,0,6.610169491525424
84,3,4,9,7,1,7.4576271186440675
94,5,4,8,8,1,9.152542372881356
68,4,8,8,5,0,4.745762711864407
97,1,3,8,7,0,9.661016949152541
75,3,4,6,6,1,5.932203389830509
41,8,5,8,3,0,0.1694915254237288
80,7,9,6,7,0,6.779661016949152
57,2,6,9,3,0,2.8813559322033897
88,1,8,9,7,0,8.135593220338983
47,3,5,4,2,1,1.1864406779661016
97,5,0,8,8,0,9.661016949152541
54,1,7,7,3,1,2.3728813559322033
80,3,1,9,6,1,6.779661016949152
56,3,8,5,3,1,2.711864406779661
62,5,6,5,5,1,3.7288135593220337
41,3,6,9,2,0,0.1694915254237288
45,9,9,4,4,0,0.847457627118644
68,1,9,5,4,0,4.745762711864407
66,4,4,5,5,1,4.406779661016949
76,4,7,4,6,1,6.101694915254237
88,1,9,4,6,1,8.135593220338983
73,2,0,4,5,0,5.593220338983051
57,1,2,7,3,0,2.8813559322033897
81,6,8,4,7,0,6.9491525423728815
49,3,0,4,2,1,1.5254237288135593
77,7,7,4,7,1,6.271186440677966
98,5,5,9,9,0,9.830508474576272
83,9,9,8,9,1,7.288135593220339
56,7,4,9,4,1,2.711864406779661
98,4,5,8,8,0,9.830508474576272
52,5,4,7,3,1,2.0338983050847457
91,5,8,7,8,1,8.64406779661017
99,5,1,5,9,0,10.0
87,9,9,9,9,1,7.966101694915254
81,3,5,8,6,1,6.9491525423728815
66,6,3,7,5,1,4.406779661016949
92,8,2,7,9,1,8.813559322033898
41,9,4,9,3,0,0.1694915254237288
73,7,1,5,7,0,5.593220338983051
70,3,2,4,5,1,5.084745762711864
62,1,6,6,3,0,3.7288135593220337
46,4,0,5,2,0,1.0169491525423728
77,6,1,6,6,0,6.271186440677966
72,3,2,5,5,1,5.423728813559322
51,1,9,5,2,1,1.8644067796610169
84,6,6,4,7,0,7.4576271186440675
51,1,3,7,2,0,1.8644067796610169
58,9,7,8,6,0,3.0508474576271185
48,1,7,5,2,0,1.3559322033898304
49,6,0,4,4,1,1.5254237288135593
56,1,4,6,3,0,2.711864406779661
89,7,0,9,8,1,8.305084745762711
79,3,6,9,7,1,6.610169491525424
78,6,3,7,7,1,6.440677966101695
80,7,7,9,8,1,6.779661016949152
49,1,7,5,2,1,1.5254237288135593
51,1,8,6,2,1,1.8644067796610169
54,5,5,5,4,1,2.3728813559322033
70,6,6,9,6,0,5.084745762711864
54,9,6,8,5,1,2.3728813559322033
67,1,4,9,4,0,4.576271186440678
43,4,6,8,2,0,0.5084745762711864
75,8,8,9,7,0,5.932203389830509
94,9,3,7,10,0,9.152542372881356
40,3,1,6,1,0,0.0
97,2,7,8,8,1,9.661016949152541
83,4,6,4,6,1,7.288135593220339
96,2,5,7,8,0,9.491525423728813
73,1,6,5,4,0,5.593220338983051
86,3,2,9,7,0,7.796610169491525
56,7,5,6,5,1,2.711864406779661
78,1,9,6,5,0,6.440677966101695
77,2,6,9,6,1,6.271186440677966
83,1,6,4,5,1,7.288135593220339
90,8,4,8,9,0,8.474576271186441
72,5,2,9,6,1,5.423728813559322
99,8,1,6,10,1,10.0
60,3,6,4,4,1,3.389830508474576
65,7,3,4,5,0,4.237288135593221
85,8,1,5,8,0,7.627118644067797
75,6,7,4,6,0,5.932203389830509
44,7,1,7,3,0,0.6779661016949152
72,2,5,6,5,0,5.423728813559322
40,8,3,7,3,0,0.0
92,5,8,4,8,0,8.813559322033898
45,7,4,4,3,0,0.847457627118644
76,1,3,7,5,1,6.101694915254237
41,5,7,5,2,0,0.1694915254237288
96,1,2,4,7,1,9.491525423728813
92,8,8,7,9,1,8.813559322033898
98,4,7,7,8,0,9.830508474576272
98,4,7,6,8,1,9.830508474576272
44,2,9,5,2,1,0.6779661016949152
65,5,4,8,5,0,4.237288135593221
80,1,0,7,6,1,6.779661016949152
90,9,9,6,9,0,8.474576271186441
92,5,8,8,8,1,8.813559322033898
86,6,1,6,8,1,7.796610169491525
52,2,0,6,2,0,2.0338983050847457
51,1,5,9,2,1,1.8644067796610169
44,4,0,5,1,1,0.6779661016949152
41,7,9,4,3,0,0.1694915254237288
98,6,9,5,9,0,9.830508474576272
43,1,9,8,1,1,0.5084745762711864
98,1,6,9,8,1,9.830508474576272
66,8,6,5,6,0,4.406779661016949
89,4,0,4,7,1,8.305084745762711
49,7,4,5,3,0,1.5254237288135593
52,8,2,5,4,0,2.0338983050847457
83,7,1,7,8,1,7.288135593220339
41,2,4,7,1,1,0.1694915254237288
65,4,4,5,5,1,4.237288135593221
54,1,1,4,2,0,2.3728813559322033
85,9,5,4,8,1,7.627118644067797
96,3,6,4,8,0,9.491525423728813
49,3,0,4,3,1,1.5254237288135593
61,9,2,9,6,0,3.559322033898305
79,3,3,9,6,0,6.610169491525424
64,8,1,6,6,1,4.067796610169491
54,2,9,5,2,0,2.3728813559322033
52,3,4,5,3,1,2.0338983050847457
47,2,3,6,3,1,1.1864406779661016
60,1,1,4,3,1,3.389830508474576
60,2,0,8,3,1,3.389830508474576
61,8,7,8,6,1,3.559322033898305
85,9,1,6,8,0,7.627118644067797
72,2,3,8,5,1,5.423728813559322
84,7,9,7,8,0,7.4576271186440675
66,5,4,5,5,1,4.406779661016949
79,3,1,8,6,0,6.610169491525424
89,9,9,9,9,0,8.305084745762711
61,6,8,9,5,1,3.559322033898305
69,1,1,7,4,0,4.915254237288136
48,5,5,5,3,1,1.3559322033898304
84,7,6,7,8,1,7.4576271186440675
74,4,5,5,5,1,5.762711864406779
57,8,3,5,5,0,2.8813559322033897
81,5,0,8,7,0,6.9491525423728815
44,9,1,9,4,0,0.6779661016949152
66,9,9,6,6,0,4.406779661016949
96,9,9,8,10,1,9.491525423728813
45,1,5,4,1,1,0.847457627118644
71,2,7,7,5,0,5.254237288135593
47,3,2,4,2,0,1.1864406779661016
95,4,6,5,8,1,9.322033898305085
78,9,8,8,8,0,6.440677966101695
60,6,3,4,5,1,3.389830508474576
57,1,6,4,2,0,2.8813559322033897
53,9,6,9,5,0,2.2033898305084745
54,6,9,4,4,0,2.3728813559322033
81,4,8,9,7,1,6.9491525423728815
65,4,2,9,5,1,4.237288135593221
92,3,0,5,7,0,8.813559322033898
83,7,7,9,8,0,7.288135593220339
71,3,3,5,5,0,5.254237288135593
78,2,1,9,6,0,6.440677966101695
67,8,4,9,6,0,4.576271186440678
99,4,3,5,9,0,10.0
78,8,0,4,7,0,6.440677966101695
82,1,6,7,5,0,7.11864406779661
71,5,3,8,5,1,5.254237288135593
52,9,7,8,5,1,2.0338983050847457
54,1,8,5,2,1,2.3728813559322033
57,4,7,4,4,1,2.8813559322033897
78,6,0,7,7,0,6.440677966101695
45,8,7,6,3,1,0.847457627118644
94,3,4,5,7,1,9.152542372881356
50,5,0,6,3,0,1.694915254237288
71,7,8,8,7,1,5.254237288135593
79,1,8,8,6,1,6.610169491525424
59,7,6,7,5,1,3.2203389830508473
72,8,6,7,7,1,5.423728813559322
79,8,0,6,7,1,6.610169491525424
47,9,8,8,4,0,1.1864406779661016
90,6,0,7,8,0,8.474576271186441
74,6,6,7,7,0,5.762711864406779
44,2,8,8,2,1,0.6779661016949152
74,3,8,8,5,1,5.762711864406779
86,4,4,4,7,1,7.796610169491525
53,4,5,9,3,0,2.2033898305084745
60,8,1,7,6,1,3.389830508474576
86,1,1,6,6,1,7.796610169491525
56,4,8,5,4,1,2.711864406779661
73,3,9,9,6,0,5.593220338983051
51,5,4,6,3,1,1.8644067796610169
55,6,6,4,4,0,2.542372881355932
43,9,9,7,4,0,0.5084745762711864
64,9,5,4,6,0,4.067796610169491
73,9,5,6,7,1,5.593220338983051
67,1,5,4,4,0,4.576271186440678
85,9,7,8,8,0,7.627118644067797
50,8,6,5,5,1,1.694915254237288
52,2,4,8,2,0,2.0338983050847457
70,1,9,7,4,0,5.084745762711864
99,1,1,8,8,0,10.0
64,6,9,6,5,1,4.067796610169491
78,9,5,6,8,1,6.440677966101695
49,7,9,7,4,0,1.5254237288135593
63,5,4,7,5,1,3.8983050847457625
40,2,3,5,1,1,0.0
92,1,9,4,7,1,8.813559322033898
64,2,4,5,4,0,4.067796610169491
67,1,8,8,4,0,4.576271186440678
75,3,1,4,6,1,5.932203389830509
57,6,5,7,5,0,2.8813559322033897
45,8,8,6,4,1,0.847457627118644
41,3,9,8,2,1,0.1694915254237288
42,9,4,5,4,0,0.3389830508474576
85,5,5,9,7,1,7.627118644067797
47,7,9,9,4,1,1.1864406779661016
70,8,3,7,6,1,5.084745762711864
89,2,0,4,7,1,8.305084745762711
45,5,0,6,3,0,0.847457627118644
53,1,9,7,3,1,2.2033898305084745
42,2,3,7,1,0,0.3389830508474576
87,9,9,8,9,1,7.966101694915254
40,7,2,8,3,1,0.0
83,6,4,4,7,0,7.288135593220339
69,9,9,9,6,0,4.915254237288136
85,7,7,9,8,1,7.627118644067797
58,5,0,5,4,1,3.0508474576271185
93,9,4,4,9,1,8.983050847457626
58,6,4,9,5,1,3.0508474576271185
48,6,1,8,4,1,1.3559322033898304
46,4,4,8,2,0,1.0169491525423728
85,1,7,8,6,0,7.627118644067797
76,5,9,4,6,1,6.101694915254237
89,9,6,7,9,0,8.305084745762711
80,8,1,5,8,0,6.779661016949152
92,8,5,5,9,1,8.813559322033898
46,5,9,8,3,0,1.0169491525423728
48,9,0,6,4,1,1.3559322033898304
43,3,9,4,2,0,0.5084745762711864
64,3,9,9,5,0,4.067796610169491
88,1,2,9,7,0,8.135593220338983
51,9,5,7,5,0,1.8644067796610169
45,6,8,8,3,0,0.847457627118644
57,2,0,6,3,1,2.8813559322033897
79,8,5,8,8,0,6.610169491525424
60,9,1,6,5,1,3.389830508474576
54,9,8,5,5,0,2.3728813559322033
42,2,1,6,1,0,0.3389830508474576
41,2,2,5,1,0,0.1694915254237288
95,7,1,5,9,1,9.322033898305085
94,4,3,4,8,0,9.152542372881356
79,8,9,7,8,1,6.610169491525424
98,2,0,7,8,1,9.830508474576272
43,3,7,6,2,1,0.5084745762711864
71,5,4,4,6,0,5.254237288135593
41,3,7,7,1,0,0.1694915254237288
85,7,5,8,8,0,7.627118644067797
68,7,1,7,6,0,4.745762711864407
41,2,6,4,1,1,0.1694915254237288
73,7,9,5,6,1,5.593220338983051
66,6,8,5,5,0,4.406779661016949
99,9,6,5,10,1,10.0
93,9,4,4,9,1,8.983050847457626
78,2,3,5,5,1,6.440677966101695
83,7,7,5,8,0,7.288135593220339
77,5,5,4,6,1,6.271186440677966
57,6,4,8,4,0,2.8813559322033897
75,1,6,7,5,0,5.932203389830509
58,7,2,4,5,0,3.0508474576271185
66,6,8,4,5,1,4.406779661016949
84,4,3,6,7,1,7.4576271186440675
59,1,3,5,3,1,3.2203389830508473
60,9,7,9,6,1,3.389830508474576
62,4,5,8,4,0,3.7288135593220337
69,2,0,9,4,0,4.915254237288136
64,8,1,6,6,0,4.067796610169491
70,2,8,8,5,1,5.084745762711864
66,5,5,5,5,1,4.406779661016949
73,6,6,9,7,1,5.593220338983051
47,8,8,5,4,0,1.1864406779661016
58,1,2,5,3,0,3.0508474576271185
80,1,4,7,5,1,6.779661016949152
65,4,4,8,5,0,4.237288135593221
67,5,9,8,5,0,4.576271186440678
43,9,6,6,4,1,0.5084745762711864
70,7,1,4,6,1,5.084745762711864
55,7,3,5,4,0,2.542372881355932
90,8,3,5,8,1,8.474576271186441
49,5,7,9,3,0,1.5254237288135593
77,5,9,6,6,1,6.271186440677966
87,1,2,8,6,0,7.966101694915254
49,9,1,7,4,1,1.5254237288135593
84,6,8,8,8,1,7.4576271186440675
48,9,3,7,4,1,1.3559322033898304
78,3,8,7,6,0,6.440677966101695
75,5,5,8,6,0,5.932203389830509
90,2,0,9,7,1,8.474576271186441
97,5,2,5,8,0,9.661016949152541
75,8,6,7,7,0,5.932203389830509
58,2,8,9,3,1,3.0508474576271185
99,8,7,6,9,1,10.0
58,4,4,6,4,1,3.0508474576271185
51,1,7,7,2,0,1.8644067796610169
52,5,1,5,3,1,2.0338983050847457
64,1,2,7,3,0,4.067796610169491
75,7,7,6,7,0,5.932203389830509
64,8,8,6,6,0,4.067796610169491
67,3,9,8,5,1,4.576271186440678
81,3,7,5,6,1,6.9491525423728815
92,7,3,8,9,0,8.813559322033898
78,4,5,9,7,0,6.440677966101695
69,3,4,9,5,1,4.915254237288136
44,8,3,9,4,1,0.6779661016949152
56,3,8,4,3,1,2.711864406779661
57,7,9,9,5,1,2.8813559322033897
82,2,2,7,6,1,7.11864406779661
86,1,0,8,6,1,7.796610169491525
60,6,6,9,5,1,3.389830508474576
61,8,9,5,6,1,3.559322033898305
78,1,7,9,5,1,6.440677966101695
89,9,2,7,9,0,8.305084745762711
97,3,2,7,8,1,9.661016949152541
96,3,5,7,8,1,9.491525423728813
45,4,1,7,2,0,0.847457627118644
89,1,5,7,7,1,8.305084745762711
55,9,4,5,5,1,2.542372881355932
41,3,6,4,2,0,0.1694915254237288
90,4,8,6,8,1,8.474576271186441
40,1,8,4,1,0,0.0
96,4,0,6,8,0,9.491525423728813
69,1,6,8,5,1,4.915254237288136
97,5,2,7,8,0,9.661016949152541
82,5,3,8,7,0,7.11864406779661
91,7,1,8,8,0,8.64406779661017
76,8,0,6,7,0,6.101694915254237
87,4,9,5,8,1,7.966101694915254
62,7,2,7,5,0,3.7288135593220337
40,4,9,9,2,0,0.0
58,3,8,8,4,1,3.0508474576271185
85,6,0,4,7,0,7.627118644067797
42,4,2,7,2,1,0.3389830508474576
41,3,4,5,1,0,0.1694915254237288
95,9,2,7,10,1,9.322033898305085
76,5,3,9,6,0,6.101694915254237
56,7,3,9,5,1,2.711864406779661
67,6,0,8,5,0,4.576271186440678
57,5,5,4,4,1,2.8813559322033897
72,7,6,8,7,1,5.423728813559322
61,2,5,6,4,1,3.559322033898305
80,3,6,9,6,1,6.779661016949152
66,2,2,4,4,0,4.406779661016949
94,3,4,9,8,0,9.152542372881356
76,1,6,5,5,1,6.101694915254237
71,8,9,5,6,1,5.254237288135593
84,2,9,8,6,0,7.4576271186440675
58,8,1,9,5,1,3.0508474576271185
67,6,5,8,5,0,4.576271186440678
67,7,6,9,6,1,4.576271186440678
95,1,1,8,7,1,9.322033898305085
49,7,9,6,4,1,1.5254237288135593
59,3,7,7,4,0,3.2203389830508473
64,8,4,7,6,1,4.067796610169491
60,6,7,8,5,0,3.389830508474576
53,4,2,8,3,0,2.2033898305084745
61,8,1,6,5,0,3.559322033898305
92,9,6,7,9,0,8.813559322033898
65,2,4,6,4,1,4.237288135593221
83,6,4,5,7,1,7.288135593220339
50,5,7,9,3,0,1.694915254237288
94,5,8,7,8,1,9.152542372881356
46,3,7,8,2,0,1.0169491525423728
56,8,9,4,4,1,2.711864406779661
57,8,1,5,5,1,2.8813559322033897
46,5,9,9,3,1,1.0169491525423728
95,8,6,4,9,1,9.322033898305085
59,8,4,6,5,1,3.2203389830508473
77,3,6,9,6,1,6.271186440677966
50,2,2,6,2,0,1.694915254237288
83,9,3,6,9,1,7.288135593220339
97,2,6,8,8,1,9.661016949152541
55,9,1,6,5,1,2.542372881355932
90,4,1,4,7,0,8.474576271186441
94,2,0,5,6,1,9.152542372881356
66,1,0,8,4,1,4.406779661016949
90,4,0,5,7,1,8.474576271186441
50,9,5,6,5,0,1.694915254237288
55,9,4,7,5,1,2.542372881355932
62,4,9,9,5,0,3.7288135593220337
99,9,7,8,10,0,10.0
98,6,4,6,9,1,9.830508474576272
51,1,0,8,2,1,1.8644067796610169
98,6,7,7,9,0,9.830508474576272
79,9,5,4,7,0,6.610169491525424
42,2,7,4,1,1,0.3389830508474576
41,6,1,9,3,1,0.1694915254237288
99,2,9,4,8,0,10.0
77,4,7,7,6,0,6.271186440677966
87,8,5,5,8,0,7.966101694915254
91,7,0,7,8,0,8.64406779661017
63,9,0,7,6,1,3.8983050847457625
86,1,4,4,6,1,7.796610169491525
85,2,6,8,6,0,7.627118644067797
73,6,3,9,6,0,5.593220338983051
59,7,9,5,5,1,3.2203389830508473
57,3,4,8,4,1,2.8813559322033897
57,7,2,6,5,1,2.8813559322033897
41,6,1,5,2,0,0.1694915254237288
40,6,1,8,2,1,0.0
59,1,4,5,3,1,3.2203389830508473
73,5,3,5,6,1,5.593220338983051
80,3,1,4,6,0,6.779661016949152
80,7,4,8,8,0,6.779661016949152
87,3,9,4,7,1,7.966101694915254
50,5,8,4,3,0,1.694915254237288
66,7,7,9,6,0,4.406779661016949
62,3,8,4,4,1,3.7288135593220337
77,2,8,7,5,0,6.271186440677966
83,6,7,6,7,1,7.288135593220339
42,8,8,6,3,1,0.3389830508474576
51,4,3,7,3,1,1.8644067796610169
69,9,7,5,7,0,4.915254237288136
62,7,8,8,5,0,3.7288135593220337
40,7,8,8,3,0,0.0
80,3,2,4,6,0,6.779661016949152
59,6,5,8,5,0,3.2203389830508473
93,5,6,8,8,1,8.983050847457626
45,1,2,8,1,1,0.847457627118644
50,3,4,6,2,0,1.694915254237288
74,1,0,7,5,1,5.762711864406779
43,4,2,9,2,0,0.5084745762711864
68,3,7,5,5,0,4.745762711864407
98,4,2,7,8,1,9.830508474576272
90,3,8,5,7,1,8.474576271186441
68,6,5,5,6,0,4.745762711864407
77,6,6,7,7,0,6.271186440677966
40,7,5,7,3,0,0.0
79,9,7,7,8,0,6.610169491525424
47,7,6,9,4,1,1.1864406779661016
77,8,0,9,7,0,6.271186440677966
56,5,2,4,4,1,2.711864406779661
58,9,2,6,6,0,3.0508474576271185
72,5,2,9,6,0,5.423728813559322
54,5,3,6,4,0,2.3728813559322033
84,2,0,8,6,0,7.4576271186440675
70,3,1,4,5,0,5.084745762711864
60,9,4,5,6,0,3.389830508474576
42,7,5,7,3,1,0.3389830508474576
41,1,8,8,1,0,0.1694915254237288
74,3,1,5,5,1,5.762711864406779
80,2,8,6,5,0,6.779661016949152
98,1,6,5,7,1,9.830508474576272
55,9,8,7,5,1,2.542372881355932
95,8,3,7,9,1,9.322033898305085
84,5,6,9,7,1,7.4576271186440675
90,2,0,9,7,0,8.474576271186441
98,1,7,6,8,0,9.830508474576272
89,7,6,7,9,0,8.305084745762711
60,2,6,4,3,1,3.389830508474576
51,1,1,8,2,1,1.8644067796610169
67,2,9,6,5,1,4.576271186440678
51,7,8,6,4,1,1.8644067796610169
72,7,7,5,6,1,5.423728813559322
59,6,0,6,5,1,3.2203389830508473
79,5,0,8,6,1,6.610169491525424
88,3,4,4,7,0,8.135593220338983
60,3,1,5,4,1,3.389830508474576
99,9,0,8,10,0,10.0
91,4,9,9,8,0,8.64406779661017
93,9,7,6,10,1,8.983050847457626
78,4,3,7,6,1,6.440677966101695
80,2,1,9,6,1,6.779661016949152
88,4,4,7,7,1,8.135593220338983
98,6,5,8,9,0,9.830508474576272
81,6,7,4,7,1,6.9491525423728815
75,5,6,7,6,0,5.932203389830509
61,1,6,8,4,1,3.559322033898305
65,3,0,5,4,0,4.237288135593221
46,5,2,6,3,0,1.0169491525423728
46,6,2,4,3,0,1.0169491525423728
47,1,6,4,2,0,1.1864406779661016
65,9,1,5,6,0,4.237288135593221
63,3,9,4,4,1,3.8983050847457625
63,3,6,8,4,1,3.8983050847457625
79,2,8,4,6,1,6.610169491525424
87,8,0,4,8,0,7.966101694915254
51,3,1,4,3,1,1.8644067796610169
86,6,5,8,7,0,7.796610169491525
47,2,1,9,2,0,1.1864406779661016
93,7,1,6,9,1,8.983050847457626
48,4,4,7,2,0,1.3559322033898304
42,9,6,9,4,1,0.3389830508474576
93,9,3,4,10,0,8.983050847457626
60,7,5,5,5,1,3.389830508474576
70,8,2,5,6,0,5.084745762711864
87,3,3,8,7,1,7.966101694915254
86,5,3,6,8,1,7.796610169491525
63,2,3,4,3,0,3.8983050847457625
43,7,0,8,3,0,0.5084745762711864
59,8,3,7,6,0,3.2203389830508473
55,9,3,6,5,1,2.542372881355932
49,7,5,6,4,1,1.5254237288135593
82,8,8,8,8,0,7.11864406779661
65,9,9,9,7,1,4.237288135593221
68,6,5,5,6,1,4.745762711864407
44,2,5,9,2,0,0.6779661016949152
50,2,6,6,2,1,1.694915254237288
68,4,6,5,5,1,4.745762711864407
84,9,0,6,8,1,7.4576271186440675
87,8,8,7,8,0,7.966101694915254
54,7,3,5,4,1,2.3728813559322033
82,9,8,7,9,1,7.11864406779661
59,8,7,5,6,1,3.2203389830508473
73,3,8,7,5,1,5.593220338983051
99,1,5,7,7,1,10.0
99,2,8,7,8,0,10.0
41,2,3,8,1,1,0.1694915254237288
83,4,2,7,6,1,7.288135593220339
55,6,2,9,4,1,2.542372881355932
58,4,7,9,4,1,3.0508474576271185
73,9,1,6,7,0,5.593220338983051
88,4,5,4,7,1,8.135593220338983
53,6,8,7,4,1,2.2033898305084745
63,6,8,4,5,1,3.8983050847457625
67,1,7,4,4,1,4.576271186440678
87,8,7,6,8,0,7.966101694915254
71,3,0,4,5,0,5.254237288135593
76,6,6,4,6,1,6.101694915254237
49,3,0,9,3,1,1.5254237288135593
88,2,8,4,7,1,8.135593220338983
84,5,2,5,7,1,7.4576271186440675
87,1,0,7,6,1,7.966101694915254
48,9,7,7,5,0,1.3559322033898304
63,7,6,4,5,0,3.8983050847457625
75,3,1,6,6,1,5.932203389830509
95,4,6,5,8,1,9.322033898305085
68,6,4,6,6,1,4.745762711864407
99,3,6,6,8,0,10.0
68,7,9,4,6,1,4.745762711864407
97,6,6,8,9,1,9.661016949152541
87,9,1,4,9,0,7.966101694915254
62,5,1,9,4,0,3.7288135593220337
66,4,6,8,5,1,4.406779661016949
70,3,2,5,5,1,5.084745762711864
82,1,3,8,6,1,7.11864406779661
46,3,6,4,2,1,1.0169491525423728
88,3,1,4,7,0,8.135593220338983
93,7,1,6,8,0,8.983050847457626
43,1,0,9,1,0,0.5084745762711864
53,3,2,4,3,1,2.2033898305084745
81,8,9,7,8,0,6.9491525423728815
81,9,3,7,8,1,6.9491525423728815
49,7,4,6,3,1,1.5254237288135593
98,7,2,8,9,0,9.830508474576272
83,8,8,8,8,0,7.288135593220339
73,6,4,7,6,0,5.593220338983051
65,3,6,9,4,0,4.237288135593221
62,1,6,5,4,0,3.7288135593220337
48,7,8,9,4,1,1.3559322033898304
76,1,1,7,5,1,6.101694915254237
47,1,2,9,2,0,1.1864406779661016
92,9,3,5,9,1,8.813559322033898
53,7,7,8,5,1,2.2033898305084745
46,4,0,7,3,1,1.0169491525423728
46,6,8,4,3,1,1.0169491525423728
48,1,4,5,1,0,1.3559322033898304
42,7,3,5,3,1,0.3389830508474576
53,6,7,5,4,1,2.2033898305084745
56,4,8,8,3,1,2.711864406779661
89,7,2,9,9,1,8.305084745762711
83,3,3,6,7,0,7.288135593220339
61,1,0,4,3,1,3.559322033898305
85,4,2,7,7,1,7.627118644067797
65,3,9,9,4,1,4.237288135593221
97,1,4,5,7,0,9.661016949152541
67,2,7,8,5,0,4.576271186440678
84,5,0,5,7,1,7.4576271186440675
53,8,0,9,5,1,2.2033898305084745
48,1,2,7,2,0,1.3559322033898304
90,4,8,4,7,1,8.474576271186441
65,4,8,5,5,0,4.237288135593221
41,5,0,8,2,1,0.1694915254237288
50,7,3,8,4,1,1.694915254237288
73,6,1,8,6,1,5.593220338983051
58,1,3,6,2,1,3.0508474576271185
78,7,6,4,8,1,6.440677966101695
57,3,6,7,3,0,2.8813559322033897
52,6,4,6,4,0,2.0338983050847457
44,8,6,5,4,1,0.6779661016949152
89,7,5,9,8,1,8.305084745762711
62,6,1,5,5,1,3.7288135593220337
97,9,8,7,10,1,9.661016949152541
95,9,4,8,10,0,9.322033898305085
63,1,1,9,3,0,3.8983050847457625
68,1,5,5,3,0,4.745762711864407
87,1,9,9,7,1,7.966101694915254
86,8,4,6,8,1,7.796610169491525
47,7,1,7,3,0,1.1864406779661016
65,3,9,5,4,1,4.237288135593221
54,2,9,8,3,1,2.3728813559322033
96,4,6,9,8,0,9.491525423728813
40,3,9,8,1,1,0.0
67,7,1,9,6,0,4.576271186440678
88,8,6,5,8,1,8.135593220338983
86,6,5,7,8,1,7.796610169491525
85,3,3,4,7,1,7.627118644067797
53,6,3,5,4,1,2.2033898305084745
81,2,5,8,6,1,6.9491525423728815
73,7,8,4,7,0,5.593220338983051
98,7,9,7,10,0,9.830508474576272
70,4,5,8,6,1,5.084745762711864
45,8,5,7,3,1,0.847457627118644
88,4,0,9,7,0,8.135593220338983
44,7,4,5,3,0,0.6779661016949152
70,4,0,7,5,1,5.084745762711864
76,5,8,8,6,0,6.101694915254237
54,7,9,5,4,0,2.3728813559322033
54,3,3,8,3,0,2.3728813559322033
91,5,1,8,8,1,8.64406779661017
82,3,8,4,6,0,7.11864406779661
44,5,5,6,2,0,0.6779661016949152
67,3,9,7,5,0,4.576271186440678
72,7,2,7,6,0,5.423728813559322
50,1,1,4,1,1,1.694915254237288
82,9,5,9,8,0,7.11864406779661
45,9,9,7,4,0,0.847457627118644
62,5,5,4,5,0,3.7288135593220337
79,9,8,7,8,1,6.610169491525424
41,6,4,7,2,1,0.1694915254237288
54,5,8,8,4,1,2.3728813559322033
62,3,4,4,4,0,3.7288135593220337
61,8,1,9,6,0,3.559322033898305
48,4,0,7,2,0,1.3559322033898304
86,3,8,9,7,1,7.796610169491525
79,6,9,6,7,0,6.610169491525424
69,8,6,4,6,0,4.915254237288136
55,9,2,4,5,1,2.542372881355932
98,6,5,4,9,0,9.830508474576272
85,5,9,8,7,0,7.627118644067797
86,2,3,4,6,1,7.796610169491525
91,2,8,8,7,1,8.64406779661017
69,9,1,6,7,1,4.915254237288136
84,2,3,5,6,1,7.4576271186440675
48,2,0,8,2,1,1.3559322033898304
40,3,6,7,2,0,0.0
98,3,3,4,8,1,9.830508474576272
77,4,4,5,6,0,6.271186440677966
47,7,0,8,4,0,1.1864406779661016
98,9,1,9,10,1,9.830508474576272
98,2,3,9,8,1,9.830508474576272
91,4,1,7,8,0,8.64406779661017
57,9,0,5,5,0,2.8813559322033897
66,2,9,6,4,0,4.406779661016949
57,1,0,8,2,1,2.8813559322033897
71,8,5,9,7,0,5.254237288135593
97,9,1,9,10,1,9.661016949152541
88,7,2,8,8,0,8.135593220338983
71,8,4,9,7,0,5.254237288135593
92,4,2,6,8,0,8.813559322033898
87,4,5,9,7,1,7.966101694915254
84,2,6,8,6,1,7.4576271186440675
93,8,9,4,9,0,8.983050847457626
75,2,5,9,5,0,5.932203389830509
75,9,1,8,7,0,5.932203389830509
60,4,8,4,4,1,3.389830508474576
85,1,1,9,6,1,7.627118644067797
71,4,5,9,5,1,5.254237288135593
70,3,8,8,5,1,5.084745762711864
76,6,8,7,6,1,6.101694915254237
55,7,1,7,4,0,2.542372881355932
85,8,8,5,8,0,7.627118644067797
85,2,7,7,7,0,7.627118644067797
53,6,6,6,3,1,2.2033898305084745
