,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Performance_bin
7478,5,90,0,9,9,78,8
7479,1,92,1,9,6,68,7
7480,6,73,1,8,2,66,7
7481,7,99,0,8,7,90,9
7482,3,84,0,9,3,65,7
7483,4,52,0,8,2,33,3
7484,3,47,1,7,6,32,3
7485,1,98,1,8,6,74,8
7486,8,52,0,8,8,48,5
7487,2,75,0,9,9,57,6
7488,1,45,0,9,6,22,2
7489,8,77,0,8,5,69,7
7490,7,71,0,8,2,62,6
7491,7,60,1,9,3,52,5
7492,4,83,0,5,7,66,7
7493,9,83,1,6,5,81,8
7494,6,88,1,5,8,75,8
7495,2,98,0,8,7,80,8
7496,1,46,0,4,7,20,2
7497,1,65,0,4,9,40,4
7498,9,54,0,7,9,55,5
7499,4,95,0,5,6,78,8
7500,5,88,1,9,9,76,8
7501,3,81,0,7,0,60,6
7502,4,62,0,7,4,44,4
7503,8,91,1,4,6,85,9
7504,4,77,0,5,9,56,6
7505,9,80,0,6,8,76,8
7506,9,54,0,9,3,49,5
7507,6,87,1,5,7,72,7
7508,2,92,0,7,0,69,7
7509,7,79,0,8,3,72,7
7510,9,55,0,7,3,50,5
7511,6,71,0,5,1,57,6
7512,3,76,1,4,2,56,6
7513,7,57,0,5,2,46,4
7514,5,59,1,6,8,45,4
7515,1,85,0,9,6,60,6
7516,3,41,0,9,1,22,2
7517,7,62,1,8,7,54,5
7518,3,69,0,7,5,48,5
7519,6,42,0,5,5,28,2
7520,5,85,1,9,1,73,7
7521,1,78,0,4,2,52,5
7522,8,88,0,7,2,84,9
7523,1,40,0,5,6,13,1
7524,2,80,1,4,4,57,6
7525,4,61,1,5,3,42,4
7526,2,68,1,4,7,47,5
7527,9,53,0,5,1,48,5
7528,8,87,0,5,2,81,8
7529,8,67,0,9,9,63,6
7530,4,60,0,7,3,43,4
7531,5,84,1,5,9,71,7
7532,4,71,0,5,5,49,5
7533,9,45,1,7,4,43,4
7534,2,93,0,7,4,69,7
7535,8,40,0,8,6,34,3
7536,2,60,1,8,7,37,3
7537,1,96,0,9,5,74,8
7538,3,43,1,7,2,21,2
7539,9,42,1,6,3,38,4
7540,3,88,0,9,0,67,7
7541,9,69,1,4,4,64,6
7542,7,70,1,7,9,61,6
7543,1,73,0,8,7,46,4
7544,5,58,1,5,2,41,4
7545,9,59,1,7,9,58,6
7546,3,62,0,7,3,40,4
7547,9,93,1,8,3,92,10
7548,5,98,0,8,5,86,9
7549,9,79,1,6,8,77,8
7550,6,64,0,9,9,52,5
7551,9,54,0,8,2,47,5
7552,7,77,0,8,3,70,7
7553,7,62,0,8,5,57,6
7554,8,91,0,9,5,90,9
7555,7,41,1,5,6,32,3
7556,9,96,0,7,0,93,10
7557,9,96,0,7,8,94,10
7558,6,54,1,8,1,42,4
7559,7,91,0,9,3,82,8
7560,2,83,1,6,2,58,6
7561,9,74,1,8,2,68,7
7562,1,49,0,9,4,25,2
7563,1,53,1,9,6,30,3
7564,3,66,1,6,6,46,4
7565,6,93,1,9,6,86,9
7566,5,53,0,7,2,42,4
7567,2,74,1,6,8,49,5
7568,9,72,0,6,5,70,7
7569,4,91,0,4,9,74,8
7570,4,40,1,6,7,26,2
7571,5,73,0,6,0,56,6
7572,8,58,1,5,3,54,5
7573,4,63,1,7,6,48,5
7574,5,81,0,8,8,70,7
7575,4,43,0,4,2,22,2
7576,6,75,0,6,5,62,6
7577,3,52,1,5,7,33,3
7578,8,97,1,5,2,93,10
7579,6,71,1,9,5,62,6
7580,5,48,0,8,8,31,3
7581,2,78,1,8,8,60,6
7582,7,55,1,7,5,50,5
7583,2,89,1,9,4,67,7
7584,1,42,1,6,0,17,1
7585,7,91,0,5,2,82,8
7586,5,59,1,4,2,41,4
7587,1,49,0,7,3,24,2
7588,4,95,1,6,4,78,8
7589,4,97,1,9,7,80,8
7590,7,97,1,8,8,93,10
7591,9,61,0,9,6,64,6
7592,2,87,0,6,9,60,6
7593,1,42,0,9,5,18,1
7594,2,50,1,8,2,28,2
7595,7,64,1,6,8,54,5
7596,6,81,0,4,9,71,7
7597,4,87,1,7,0,68,7
7598,1,47,1,9,8,23,2
7599,1,48,0,8,2,20,2
7600,5,54,1,4,8,37,3
7601,1,71,1,5,9,47,5
7602,7,92,1,4,0,81,8
7603,1,42,0,4,7,18,1
7604,1,43,1,4,5,16,1
7605,2,69,0,8,8,49,5
7606,3,52,1,5,3,33,3
7607,1,83,0,7,4,60,6
7608,9,60,0,4,5,55,5
7609,8,80,0,8,8,75,8
7610,5,96,0,8,5,81,8
7611,2,85,1,7,8,64,6
7612,5,58,0,6,1,41,4
7613,6,78,1,5,3,68,7
7614,1,87,1,5,2,59,6
7615,4,61,0,9,3,44,4
7616,9,59,1,4,0,55,5
7617,2,76,1,6,1,54,5
7618,5,70,1,5,3,53,5
7619,1,49,1,9,9,24,2
7620,4,57,0,4,3,37,3
7621,4,82,1,6,4,65,7
7622,6,78,1,8,8,69,7
7623,9,85,1,4,0,82,8
7624,3,59,1,6,7,39,4
7625,9,57,1,7,2,54,5
7626,6,50,0,5,8,36,3
7627,7,61,1,4,7,55,5
7628,2,98,0,9,7,78,8
7629,6,83,1,8,8,73,7
7630,6,57,0,9,3,49,5
7631,2,97,1,4,4,74,8
7632,2,73,1,5,6,51,5
7633,2,62,0,5,1,37,3
7634,1,40,0,6,6,16,1
7635,5,94,0,9,2,84,9
7636,8,49,1,9,5,47,5
7637,2,92,0,8,5,70,7
7638,5,40,0,6,5,28,2
7639,8,77,0,8,9,72,7
7640,5,78,1,4,1,60,6
7641,2,88,1,4,8,67,7
7642,3,48,1,9,7,33,3
7643,6,70,0,6,6,58,6
7644,5,46,1,7,8,36,3
7645,4,56,1,5,3,35,3
7646,4,74,1,6,1,56,6
7647,5,87,1,6,3,71,7
7648,2,76,0,4,9,51,5
7649,9,91,1,5,2,88,9
7650,2,57,0,6,1,36,3
7651,2,72,0,4,1,50,5
7652,9,43,0,4,7,42,4
7653,3,62,0,9,4,44,4
7654,7,50,0,9,5,42,4
7655,4,91,0,6,7,75,8
7656,6,48,1,6,6,34,3
7657,4,69,0,4,6,54,5
7658,7,47,1,9,6,36,3
7659,1,79,0,6,6,53,5
7660,3,44,1,5,7,24,2
7661,3,51,0,4,0,30,3
7662,1,40,1,4,2,13,1
7663,6,54,1,6,0,43,4
7664,9,64,0,6,7,56,6
7665,8,57,0,6,1,50,5
7666,7,77,0,5,6,67,7
7667,8,81,0,4,5,74,8
7668,6,85,1,7,0,73,7
7669,9,92,1,5,5,90,9
7670,3,65,0,5,8,42,4
7671,9,79,0,9,2,77,8
7672,4,98,1,4,6,84,9
7673,7,42,0,7,3,37,3
7674,9,93,1,4,0,91,9
7675,2,61,0,5,6,34,3
7676,2,65,0,6,0,40,4
7677,9,58,1,4,3,53,5
7678,3,83,1,4,8,63,6
7679,9,83,0,6,4,82,8
7680,5,86,1,7,6,73,7
7681,6,99,0,7,6,86,9
7682,2,78,1,4,2,56,6
7683,8,98,0,6,7,94,10
7684,9,75,0,9,0,74,8
7685,2,60,0,4,3,37,3
7686,6,80,1,6,9,69,7
7687,6,93,1,5,3,79,8
7688,8,87,1,9,1,83,9
7689,5,65,1,6,5,50,5
7690,9,52,0,4,0,47,5
7691,1,75,1,8,2,53,5
7692,9,63,1,7,8,62,6
7693,7,80,1,4,9,75,8
7694,4,65,0,6,5,48,5
7695,3,60,1,9,1,40,4
7696,6,57,1,9,8,45,4
7697,1,54,0,6,1,27,2
7698,3,54,0,7,6,32,3
7699,2,45,0,4,0,20,2
7700,9,82,0,9,4,80,8
7701,3,70,0,9,6,51,5
7702,2,67,0,8,2,44,4
7703,4,47,0,5,3,29,3
7704,2,68,1,8,4,46,4
7705,1,60,0,5,2,37,3
7706,6,56,0,9,5,44,4
7707,8,95,0,5,2,90,9
7708,2,96,0,4,7,75,8
7709,9,88,0,9,6,84,9
7710,3,63,1,9,0,44,4
7711,8,97,1,5,1,91,9
7712,8,99,1,6,3,94,10
7713,3,89,1,5,4,69,7
7714,3,75,1,5,9,57,6
7715,6,70,1,7,3,55,5
7716,1,86,1,7,3,61,6
7717,4,73,0,4,8,54,5
7718,1,41,0,4,3,12,1
7719,3,81,0,6,3,62,6
7720,9,42,0,7,3,40,4
7721,5,69,0,8,1,57,6
7722,5,47,0,4,7,33,3
7723,4,91,1,4,3,71,7
7724,3,46,0,7,4,26,2
7725,4,97,0,6,3,74,8
7726,8,58,1,7,4,56,6
7727,4,65,1,5,4,45,4
7728,8,67,1,9,5,61,6
7729,6,54,0,8,6,45,4
7730,5,53,0,9,2,43,4
7731,4,87,0,5,9,68,7
7732,4,98,1,5,2,79,8
7733,4,53,1,9,8,40,4
7734,9,42,0,5,0,37,3
7735,4,89,1,4,9,72,7
7736,9,68,0,9,7,67,7
7737,6,99,1,5,9,93,10
7738,7,93,1,4,2,85,9
7739,3,45,1,7,4,26,2
7740,8,88,0,8,2,84,9
7741,3,62,1,8,9,45,4
7742,1,67,0,5,0,41,4
7743,5,53,0,8,9,39,4
7744,2,53,0,4,4,28,2
7745,6,59,1,7,7,48,5
7746,9,52,1,5,4,46,4
7747,1,66,1,6,3,38,4
7748,4,99,0,9,8,87,9
7749,1,74,1,8,0,50,5
7750,1,84,1,8,4,63,6
7751,8,95,0,5,0,89,9
7752,2,41,0,9,5,19,1
7753,1,80,0,9,9,56,6
7754,8,84,1,8,8,82,8
7755,4,79,1,8,1,60,6
7756,3,87,0,6,3,67,7
7757,4,63,1,9,7,50,5
7758,5,68,0,4,2,52,5
7759,1,42,1,5,6,17,1
7760,1,84,0,5,6,61,6
7761,3,43,1,6,1,22,2
7762,6,89,0,6,9,79,8
7763,1,41,0,4,3,15,1
7764,2,59,0,7,0,34,3
7765,7,93,1,5,7,83,9
7766,1,92,1,9,9,71,7
7767,7,54,1,8,9,47,5
7768,4,88,0,4,8,70,7
7769,6,71,0,5,0,58,6
7770,8,81,0,9,6,74,8
7771,9,40,0,4,0,34,3
7772,6,77,0,7,0,66,7
7773,9,74,0,9,8,73,7
7774,4,90,0,5,9,72,7
7775,6,46,0,8,9,34,3
7776,8,84,0,9,5,80,8
7777,9,52,1,5,0,49,5
7778,3,88,0,4,6,69,7
7779,2,40,1,7,2,16,1
7780,6,53,0,9,9,46,4
7781,4,68,1,4,3,50,5
7782,1,97,0,4,3,67,7
7783,8,42,1,6,7,37,3
7784,9,85,0,4,0,78,8
7785,9,63,0,9,7,62,6
7786,2,40,0,7,8,18,1
7787,9,87,1,8,6,83,9
7788,7,49,0,6,0,42,4
7789,5,52,1,4,6,36,3
7790,7,75,1,9,5,64,6
7791,9,48,1,5,4,47,5
7792,8,53,1,6,4,48,5
7793,6,75,1,7,0,63,6
7794,4,49,0,5,5,31,3
7795,6,62,1,5,0,46,4
7796,3,74,1,8,7,53,5
7797,6,94,1,7,7,86,9
7798,4,81,0,7,6,66,7
7799,2,74,0,6,2,53,5
7800,9,41,1,7,7,32,3
7801,2,54,1,9,6,32,3
7802,3,48,1,7,4,26,2
7803,1,86,0,5,4,59,6
7804,7,56,1,7,8,45,4
7805,1,78,0,8,5,54,5
7806,9,91,1,4,5,89,9
7807,1,57,1,6,1,35,3
7808,5,54,0,9,4,40,4
7809,7,57,1,5,3,49,5
7810,3,63,0,7,9,46,4
7811,9,62,1,7,2,63,6
7812,8,51,0,7,8,43,4
7813,3,62,1,6,6,44,4
7814,5,60,1,9,3,48,5
7815,7,65,1,4,8,53,5
7816,4,47,1,8,8,32,3
7817,5,69,1,9,6,58,6
7818,3,73,0,8,4,50,5
7819,9,41,0,9,8,39,4
7820,9,44,1,5,6,41,4
7821,7,70,0,4,8,61,6
7822,2,72,0,4,2,49,5
7823,7,93,0,6,8,84,9
7824,7,43,0,9,0,32,3
7825,5,45,1,7,4,32,3
7826,9,62,0,4,1,60,6
7827,3,84,0,9,0,67,7
7828,4,58,1,7,2,46,4
7829,1,82,1,6,6,56,6
7830,6,84,1,9,2,74,8
7831,4,47,1,9,9,28,2
7832,1,78,1,5,9,52,5
7833,2,52,1,9,8,28,2
7834,3,40,1,5,2,18,1
7835,9,45,1,7,5,45,4
7836,8,46,0,7,1,41,4
7837,4,66,0,6,9,48,5
7838,1,54,1,5,4,26,2
7839,8,91,1,4,1,86,9
7840,4,73,0,8,6,56,6
7841,9,96,1,7,4,95,10
7842,4,62,0,8,8,47,5
7843,4,87,0,4,0,62,6
7844,9,88,0,9,1,87,9
7845,2,63,0,6,4,40,4
7846,5,54,0,5,3,35,3
7847,4,74,0,9,0,60,6
7848,9,43,1,8,6,41,4
7849,5,83,1,6,8,67,7
7850,9,76,1,4,0,70,7
7851,9,56,1,9,7,55,5
7852,2,70,1,7,8,54,5
7853,9,77,0,7,1,72,7
7854,3,49,0,6,0,26,2
7855,4,93,1,7,5,77,8
7856,1,89,0,5,6,67,7
7857,1,66,1,6,1,39,4
7858,1,81,0,6,4,54,5
7859,8,95,1,6,6,89,9
7860,5,45,1,4,0,28,2
7861,5,91,0,8,9,80,8
7862,9,54,0,9,7,51,5
7863,3,43,1,8,4,23,2
7864,3,96,0,9,2,79,8
7865,7,87,1,7,8,77,8
7866,9,93,1,5,2,89,9
7867,6,95,0,5,6,80,8
7868,2,79,1,7,9,57,6
7869,1,46,1,7,6,20,2
7870,2,90,1,6,9,68,7
7871,1,97,0,5,7,71,7
7872,9,88,1,8,9,88,9
7873,8,92,1,7,7,85,9
7874,7,84,1,8,3,77,8
7875,3,86,1,9,0,66,7
7876,8,65,0,8,3,61,6
7877,2,97,1,5,5,74,8
7878,2,70,1,9,9,48,5
7879,3,41,0,8,5,18,1
7880,7,67,0,6,5,59,6
7881,8,52,0,5,0,47,5
7882,7,57,0,6,9,52,5
7883,4,69,0,7,0,50,5
7884,5,94,1,9,6,77,8
7885,1,50,1,5,3,25,2
7886,4,52,0,9,5,35,3
7887,1,90,1,8,5,65,7
7888,1,63,0,7,8,40,4
7889,1,96,1,5,1,70,7
7890,7,68,0,8,3,61,6
7891,7,95,0,8,3,89,9
7892,4,93,1,8,6,77,8
7893,2,44,0,8,0,22,2
7894,3,74,1,8,4,55,5
7895,8,58,0,5,3,52,5
7896,8,94,0,6,1,88,9
7897,6,52,1,8,4,44,4
7898,9,44,0,7,8,39,4
7899,9,83,1,5,7,80,8
7900,4,53,1,4,8,35,3
7901,1,77,1,6,6,52,5
7902,1,61,1,7,9,34,3
7903,5,48,1,8,6,33,3
7904,2,88,0,5,1,64,6
7905,6,79,0,5,2,65,7
7906,7,65,1,8,9,55,5
7907,1,84,0,7,7,58,6
7908,6,44,1,5,1,29,3
7909,8,68,0,9,6,65,7
7910,5,93,1,6,5,80,8
7911,7,61,0,7,9,55,5
7912,6,88,1,8,3,78,8
7913,4,42,0,7,3,22,2
7914,7,67,1,9,2,53,5
7915,9,77,1,7,5,77,8
7916,7,53,0,4,2,41,4
7917,5,86,1,8,8,69,7
7918,7,53,1,6,3,47,5
7919,3,82,0,8,3,64,6
7920,2,50,0,4,1,28,2
7921,5,48,1,8,1,35,3
7922,4,77,1,8,6,63,6
7923,5,86,1,6,4,71,7
7924,8,83,1,4,2,78,8
7925,4,45,0,8,5,32,3
7926,9,40,1,9,5,40,4
7927,7,64,1,8,0,55,5
7928,7,55,0,5,2,42,4
7929,8,91,0,8,4,88,9
7930,6,54,1,6,6,43,4
7931,8,73,0,5,3,66,7
7932,3,56,0,9,7,33,3
7933,1,42,0,9,2,12,1
7934,6,42,1,9,5,32,3
7935,1,76,1,4,5,48,5
7936,9,56,1,9,8,56,6
7937,2,94,0,7,3,73,7
7938,2,88,1,6,6,65,7
7939,7,91,1,4,9,83,9
7940,2,77,1,5,0,53,5
7941,8,40,0,7,0,39,4
7942,6,46,1,4,1,32,3
7943,7,65,1,6,3,55,5
7944,7,86,1,5,5,76,8
7945,6,78,1,6,3,69,7
7946,9,58,0,6,5,54,5
7947,9,91,1,5,1,89,9
7948,7,93,1,9,8,87,9
7949,9,69,0,8,2,66,7
7950,3,82,0,6,6,65,7
7951,3,94,0,9,0,71,7
7952,1,53,0,5,7,27,2
7953,5,52,0,6,3,38,4
7954,4,59,1,8,4,43,4
7955,2,65,0,5,6,38,4
7956,9,66,0,4,2,59,6
7957,3,64,0,4,8,44,4
7958,8,48,1,9,8,39,4
7959,6,80,1,4,7,67,7
7960,5,87,1,7,0,70,7
7961,1,51,0,6,1,24,2
7962,4,49,1,6,1,31,3
7963,3,45,0,5,2,24,2
7964,1,89,0,7,1,61,6
7965,5,73,1,6,0,59,6
7966,6,98,1,5,4,87,9
7967,2,91,1,8,5,68,7
7968,3,80,0,6,6,62,6
7969,4,45,1,6,6,27,2
7970,9,41,1,8,1,36,3
7971,5,54,1,8,6,43,4
7972,4,56,1,6,1,35,3
7973,2,55,0,8,1,29,3
7974,6,67,0,5,5,56,6
7975,2,60,1,6,5,41,4
7976,7,47,0,6,7,37,3
7977,3,49,0,4,4,26,2
7978,9,49,0,9,4,46,4
7979,5,89,1,6,9,75,8
7980,8,49,0,4,0,40,4
7981,6,48,1,8,3,36,3
7982,8,67,0,9,0,62,6
7983,3,63,1,9,9,47,5
7984,3,58,0,8,4,39,4
7985,5,72,0,5,7,57,6
7986,3,43,1,4,0,20,2
7987,8,95,1,6,2,87,9
7988,8,42,0,4,0,31,3
7989,2,81,1,8,5,57,6
7990,4,51,1,8,9,37,3
7991,1,57,1,5,0,29,3
7992,4,62,1,9,9,48,5
7993,4,59,0,9,2,41,4
7994,9,45,1,8,4,43,4
7995,3,92,0,4,4,70,7
7996,2,73,0,9,1,54,5
7997,9,81,1,6,2,77,8
7998,9,41,1,6,8,40,4
7999,1,69,1,4,0,39,4
8000,6,48,1,5,0,38,4
8001,8,66,0,6,1,61,6
8002,3,81,0,4,7,59,6
8003,9,73,1,4,5,68,7
8004,2,79,0,8,3,59,6
8005,6,63,1,9,6,55,5
8006,1,88,0,8,5,63,6
8007,7,56,0,9,8,47,5
8008,3,68,0,5,5,49,5
8009,7,75,1,5,1,64,6
8010,4,89,1,5,2,72,7
8011,9,51,0,4,8,46,4
8012,5,70,1,4,6,55,5
8013,3,88,1,8,5,73,7
8014,8,48,0,6,4,41,4
8015,6,58,1,9,2,50,5
8016,2,85,1,9,3,61,6
8017,8,56,0,9,4,52,5
8018,7,41,0,7,6,31,3
8019,6,79,0,5,1,66,7
8020,1,44,1,9,7,16,1
8021,9,98,1,8,9,93,10
8022,3,78,0,9,5,59,6
8023,5,93,0,4,9,78,8
8024,7,87,1,8,2,79,8
8025,7,55,1,8,1,50,5
8026,3,56,1,8,7,38,4
8027,4,93,0,7,3,80,8
8028,7,66,0,7,6,58,6
8029,8,46,0,9,6,44,4
8030,2,91,0,5,9,70,7
8031,9,47,1,9,8,45,4
8032,7,47,0,9,9,40,4
8033,8,62,0,9,7,57,6
8034,6,71,1,4,7,61,6
8035,6,82,0,8,6,72,7
8036,4,57,0,5,4,36,3
8037,5,77,1,5,8,61,6
8038,9,93,1,8,6,90,9
8039,1,51,1,5,2,22,2
8040,4,54,0,8,5,35,3
8041,7,67,0,5,2,59,6
8042,9,94,0,9,5,89,9
8043,6,77,0,4,7,66,7
8044,8,89,0,5,8,88,9
8045,9,95,0,5,1,91,9
8046,4,70,1,6,5,53,5
8047,1,91,0,4,2,64,6
8048,8,48,0,9,6,40,4
8049,2,47,1,4,3,24,2
8050,1,85,1,4,4,59,6
8051,7,58,0,5,9,49,5
8052,9,90,1,7,5,85,9
8053,9,47,0,5,7,47,5
8054,3,73,1,8,1,54,5
8055,6,96,0,6,3,82,8
8056,7,43,1,4,3,31,3
8057,9,70,1,8,5,67,7
8058,2,77,0,9,3,58,6
8059,8,42,0,8,4,36,3
8060,7,74,1,7,4,66,7
8061,4,58,1,4,7,39,4
8062,2,82,1,5,3,61,6
8063,8,68,1,4,5,64,6
8064,5,49,0,6,6,31,3
8065,6,51,1,4,7,39,4
8066,7,85,1,8,8,78,8
8067,1,69,0,8,9,43,4
8068,8,69,0,5,7,62,6
8069,4,99,0,5,3,80,8
8070,9,57,0,5,3,51,5
8071,1,63,0,9,9,40,4
8072,2,71,0,6,4,48,5
8073,6,48,1,9,2,38,4
8074,1,86,1,9,1,61,6
8075,4,63,1,9,1,42,4
8076,8,65,0,4,8,57,6
8077,5,42,0,7,7,26,2
8078,9,62,1,4,5,58,6
8079,6,50,1,5,8,40,4
8080,1,49,0,6,4,26,2
8081,6,89,0,9,9,78,8
8082,6,75,1,4,0,62,6
8083,6,99,1,8,7,90,9
8084,8,52,1,9,2,50,5
8085,6,68,1,4,8,57,6
8086,2,98,0,4,2,74,8
8087,4,92,1,4,0,74,8
8088,5,52,1,9,0,40,4
8089,4,96,0,4,5,81,8
8090,2,65,1,5,3,45,4
8091,7,59,0,8,9,50,5
8092,2,44,0,6,3,17,1
8093,1,59,1,7,4,31,3
8094,5,53,1,9,2,40,4
8095,1,84,0,8,1,61,6
8096,1,53,0,5,9,26,2
8097,1,47,0,8,7,20,2
8098,6,87,1,6,6,73,7
8099,9,52,1,9,9,55,5
8100,5,54,1,5,1,35,3
8101,9,90,1,9,8,90,9
8102,9,40,0,5,7,36,3
8103,1,61,1,9,3,38,4
8104,8,73,1,7,4,65,7
8105,1,89,0,6,9,66,7
8106,8,90,1,7,5,88,9
8107,1,79,1,4,3,53,5
8108,8,94,0,7,4,90,9
8109,6,65,0,5,0,50,5
8110,9,53,1,9,6,49,5
8111,1,97,1,5,8,71,7
8112,9,80,1,4,2,72,7
8113,1,47,0,5,5,21,2
8114,3,88,0,9,8,73,7
8115,1,94,1,9,3,68,7
8116,3,94,1,7,5,74,8
8117,2,95,1,6,2,72,7
8118,2,55,1,8,8,38,4
8119,9,81,0,7,6,78,8
8120,8,60,0,4,6,55,5
8121,1,49,1,8,3,24,2
8122,4,96,0,5,5,72,7
8123,1,64,0,7,7,38,4
8124,1,95,1,8,5,73,7
8125,4,77,1,7,5,60,6
8126,2,61,1,5,3,38,4
8127,3,88,1,9,7,74,8
8128,9,87,0,7,9,86,9
8129,2,86,1,4,7,62,6
8130,4,93,1,8,8,80,8
8131,1,85,1,8,5,62,6
8132,2,43,1,8,1,22,2
8133,5,43,0,7,3,28,2
8134,1,69,1,5,3,41,4
8135,7,41,1,7,7,34,3
8136,4,68,0,7,4,52,5
8137,6,82,1,9,3,71,7
8138,8,75,1,8,7,68,7
8139,6,60,1,5,2,47,5
8140,2,99,0,6,1,73,7
8141,1,60,1,5,3,33,3
8142,8,87,1,7,0,83,9
8143,8,60,1,4,0,48,5
8144,9,43,0,5,4,39,4
8145,6,40,1,8,0,29,3
8146,1,65,1,4,3,36,3
8147,9,95,1,6,7,94,10
8148,3,90,0,6,7,73,7
8149,6,41,0,4,1,28,2
8150,9,48,1,6,2,49,5
8151,3,94,1,4,2,73,7
8152,5,96,0,7,0,83,9
8153,5,84,1,4,2,73,7
8154,7,57,0,7,7,50,5
8155,4,87,0,8,5,74,8
8156,4,87,0,8,4,71,7
8157,7,96,1,6,9,92,10
8158,9,81,0,9,8,78,8
8159,4,80,0,9,6,64,6
8160,4,50,1,4,5,37,3
8161,6,64,1,7,4,49,5
8162,6,65,1,8,4,53,5
8163,7,97,0,8,9,95,10
8164,1,75,0,8,8,50,5
8165,3,81,1,6,9,62,6
8166,9,74,0,8,5,74,8
8167,6,77,1,9,3,70,7
8168,6,42,1,5,3,29,3
8169,5,98,1,6,3,81,8
8170,3,80,1,4,5,58,6
8171,5,74,1,5,0,57,6
8172,1,89,0,6,8,61,6
8173,3,79,0,6,1,56,6
8174,4,61,1,7,1,44,4
8175,5,47,0,5,4,30,3
8176,9,54,0,5,3,53,5
8177,3,46,0,5,4,21,2
8178,1,58,0,8,6,35,3
8179,6,79,1,9,9,77,8
8180,7,81,0,8,1,72,7
8181,8,56,0,9,5,52,5
8182,1,40,0,4,3,15,1
8183,4,84,0,9,1,67,7
8184,5,68,0,4,0,55,5
8185,2,97,1,9,7,73,7
8186,1,52,1,4,4,25,2
8187,8,95,1,8,9,90,9
8188,6,87,1,9,1,74,8
8189,5,68,1,7,7,53,5
8190,9,80,0,9,2,79,8
8191,2,81,0,4,6,59,6
8192,8,45,1,6,1,40,4
8193,9,44,1,8,6,39,4
8194,1,73,1,7,3,49,5
8195,7,50,0,6,9,41,4
8196,8,48,0,6,0,39,4
8197,3,77,0,8,4,57,6
8198,4,79,0,9,3,66,7
8199,3,80,0,5,7,59,6
8200,7,48,0,7,0,40,4
8201,9,47,1,9,1,47,5
8202,3,83,0,8,4,65,7
8203,6,97,1,5,9,86,9
8204,8,79,1,8,9,75,8
8205,6,42,0,8,1,30,3
8206,2,52,0,6,0,26,2
8207,7,58,0,9,5,49,5
8208,2,73,0,8,9,52,5
8209,2,71,0,9,3,47,5
8210,2,88,0,5,4,64,6
8211,1,55,0,6,2,28,2
8212,1,75,0,5,9,48,5
8213,7,57,1,5,5,47,5
8214,5,53,1,6,3,37,3
8215,3,69,0,9,5,54,5
8216,1,41,1,5,4,18,1
8217,6,52,0,4,1,37,3
8218,1,66,1,9,3,41,4
8219,9,98,1,8,1,96,10
8220,2,92,0,6,4,69,7
8221,7,56,0,9,5,48,5
8222,6,70,1,4,4,59,6
8223,6,54,1,4,1,39,4
8224,5,96,0,4,9,80,8
8225,4,59,1,4,7,38,4
8226,4,44,0,7,5,26,2
8227,3,46,1,6,8,27,2
8228,8,57,0,5,2,50,5
8229,7,95,1,6,3,89,9
8230,9,50,0,6,7,45,4
8231,1,71,0,6,6,42,4
8232,7,89,0,4,7,80,8
8233,4,66,1,4,8,48,5
8234,7,65,0,7,7,59,6
8235,1,76,1,9,7,53,5
8236,5,84,0,6,5,72,7
8237,3,67,0,8,1,46,4
8238,5,89,0,9,6,75,8
8239,4,41,1,7,3,25,2
8240,2,59,1,4,2,36,3
8241,4,43,1,6,3,24,2
8242,3,52,0,4,3,31,3
8243,1,63,1,9,2,39,4
8244,8,87,0,5,8,81,8
8245,4,97,0,4,1,81,8
8246,5,79,0,7,0,63,6
8247,3,84,1,9,4,66,7
8248,5,94,1,8,4,80,8
8249,4,68,0,8,8,52,5
8250,1,97,0,8,3,68,7
8251,3,75,1,6,4,57,6
8252,8,41,0,8,5,37,3
8253,7,80,0,6,9,68,7
8254,2,57,0,9,6,35,3
8255,1,88,0,9,8,65,7
8256,3,47,1,4,5,28,2
8257,5,97,0,8,0,82,8
8258,1,54,1,7,7,29,3
8259,3,80,1,9,1,62,6
8260,3,56,1,5,8,35,3
8261,5,62,1,5,6,51,5
8262,3,41,0,9,6,22,2
8263,9,45,0,4,9,42,4
8264,1,68,0,5,9,45,4
8265,4,66,1,5,4,48,5
8266,4,76,1,4,7,61,6
8267,1,88,1,4,9,59,6
8268,2,73,0,4,0,50,5
8269,1,57,0,7,2,33,3
8270,6,81,0,4,8,65,7
8271,3,49,1,4,0,26,2
8272,7,77,1,4,7,69,7
8273,5,98,0,9,5,87,9
8274,9,83,1,8,9,85,9
8275,7,56,1,9,4,46,4
8276,4,98,0,8,5,82,8
8277,5,52,1,7,4,36,3
8278,5,91,1,7,8,77,8
8279,5,99,0,5,1,85,9
8280,9,87,1,9,9,85,9
8281,3,81,1,8,5,62,6
8282,6,66,1,7,3,54,5
8283,8,92,1,7,2,89,9
8284,9,41,0,9,4,35,3
8285,7,73,0,5,1,65,7
8286,3,70,1,4,2,52,5
8287,1,62,0,6,6,37,3
8288,4,46,0,5,0,27,2
8289,6,77,0,6,1,60,6
8290,3,72,1,5,2,52,5
8291,1,51,1,5,9,28,2
8292,6,84,0,4,6,72,7
8293,1,51,0,7,3,23,2
8294,9,58,0,8,7,59,6
8295,1,48,0,5,7,20,2
8296,6,49,1,4,0,38,4
8297,1,56,0,6,4,31,3
