Unnamed: 0,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Performance_bin,Language Spoken
8195,7,50,0,6,9,41,4,Marathi
8196,8,48,0,6,0,39,4,Kannada
8197,3,77,0,8,4,57,6,Santali
8198,4,79,0,9,3,66,7,English
8199,3,80,0,5,7,59,6,English
8200,7,48,0,7,0,40,4,Tulu
8201,9,47,1,9,1,47,5,Khasi
8202,3,83,0,8,4,65,7,Sindhi
8203,6,97,1,5,9,86,9,Dogri
8204,8,79,1,8,9,75,8,Punjabi
8205,6,42,0,8,1,30,3,Kannada
8206,2,52,0,6,0,26,2,Bengali
8207,7,58,0,9,5,49,5,Bengali
8208,2,73,0,8,9,52,5,Konkani
8209,2,71,0,9,3,47,5,Santali
8210,2,88,0,5,4,64,6,Dogri
8211,1,55,0,6,2,28,2,Mizo
8212,1,75,0,5,9,48,5,English
8213,7,57,1,5,5,47,5,Mizo
8214,5,53,1,6,3,37,3,Gujarati
8215,3,69,0,9,5,54,5,Tamil
8216,1,41,1,5,4,18,1,Mizo
8217,6,52,0,4,1,37,3,Sanskrit
8218,1,66,1,9,3,41,4,Garo
8219,9,98,1,8,1,96,10,Maithili
8220,2,92,0,6,4,69,7,Odia
8221,7,56,0,9,5,48,5,Kashmiri
8222,6,70,1,4,4,59,6,Malayalam
8223,6,54,1,4,1,39,4,Kannada
8224,5,96,0,4,9,80,8,Gujarati
8225,4,59,1,4,7,38,4,Bodo
8226,4,44,0,7,5,26,2,Tulu
8227,3,46,1,6,8,27,2,Maithili
8228,8,57,0,5,2,50,5,Dogri
8229,7,95,1,6,3,89,9,Dogri
8230,9,50,0,6,7,45,4,Sanskrit
8231,1,71,0,6,6,42,4,Khasi
8232,7,89,0,4,7,80,8,Chhattisgarhi
8233,4,66,1,4,8,48,5,Telugu
8234,7,65,0,7,7,59,6,Gujarati
8235,1,76,1,9,7,53,5,Kannada
8236,5,84,0,6,5,72,7,Kannada
8237,3,67,0,8,1,46,4,Manipuri
8238,5,89,0,9,6,75,8,Odia
8239,4,41,1,7,3,25,2,Marathi
8240,2,59,1,4,2,36,3,Hindi
8241,4,43,1,6,3,24,2,Dogri
8242,3,52,0,4,3,31,3,Mizo
8243,1,63,1,9,2,39,4,Hindi
8244,8,87,0,5,8,81,8,Sanskrit
8245,4,97,0,4,1,81,8,Hindi
8246,5,79,0,7,0,63,6,Odia
8247,3,84,1,9,4,66,7,Odia
8248,5,94,1,8,4,80,8,Sanskrit
8249,4,68,0,8,8,52,5,Hindi
8250,1,97,0,8,3,68,7,Assamese
8251,3,75,1,6,4,57,6,Bengali
8252,8,41,0,8,5,37,3,Bengali
8253,7,80,0,6,9,68,7,Konkani
8254,2,57,0,9,6,35,3,Sindhi
8255,1,88,0,9,8,65,7,Sanskrit
8256,3,47,1,4,5,28,2,Sanskrit
8257,5,97,0,8,0,82,8,Telugu
8258,1,54,1,7,7,29,3,Santhali
8259,3,80,1,9,1,62,6,Mizo
8260,3,56,1,5,8,35,3,Tulu
8261,5,62,1,5,6,51,5,Garo
8262,3,41,0,9,6,22,2,Assamese
8263,9,45,0,4,9,42,4,Konkani
8264,1,68,0,5,9,45,4,Kannada
8265,4,66,1,5,4,48,5,Dogri
8266,4,76,1,4,7,61,6,Santhali
8267,1,88,1,4,9,59,6,Kannada
8268,2,73,0,4,0,50,5,Bengali
8269,1,57,0,7,2,33,3,Odia
8270,6,81,0,4,8,65,7,Konkani
8271,3,49,1,4,0,26,2,Santhali
8272,7,77,1,4,7,69,7,Manipuri
8273,5,98,0,9,5,87,9,Urdu
8274,9,83,1,8,9,85,9,Odia
8275,7,56,1,9,4,46,4,Tamil
8276,4,98,0,8,5,82,8,Meitei
8277,5,52,1,7,4,36,3,Manipuri
8278,5,91,1,7,8,77,8,Konkani
8279,5,99,0,5,1,85,9,Bhili
8280,9,87,1,9,9,85,9,Assamese
8281,3,81,1,8,5,62,6,Konkani
8282,6,66,1,7,3,54,5,Chhattisgarhi
8283,8,92,1,7,2,89,9,Tulu
8284,9,41,0,9,4,35,3,Chhattisgarhi
8285,7,73,0,5,1,65,7,Bodo
8286,3,70,1,4,2,52,5,Chhattisgarhi
8287,1,62,0,6,6,37,3,Mizo
8288,4,46,0,5,0,27,2,Punjabi
8289,6,77,0,6,1,60,6,Gujarati
8290,3,72,1,5,2,52,5,Assamese
8291,1,51,1,5,9,28,2,Assamese
8292,6,84,0,4,6,72,7,Manipuri
8293,1,51,0,7,3,23,2,Bhili
8294,9,58,0,8,7,59,6,English
8295,1,48,0,5,7,20,2,Urdu
8296,6,49,1,4,0,38,4,Kannada
8297,1,56,0,6,4,31,3,Assamese
8298,7,89,1,9,0,81,8,Sanskrit
8299,3,79,1,9,6,66,7,Chhattisgarhi
8300,6,78,1,7,3,68,7,Telugu
8301,7,80,1,9,7,75,8,Urdu
8302,1,49,1,5,7,24,2,Khasi
8303,1,51,1,6,8,26,2,Hindi
8304,5,54,1,5,5,39,4,Maithili
8305,6,70,0,9,6,61,6,Kashmiri
8306,9,54,1,8,6,52,5,English
8307,1,67,0,9,4,38,4,Kannada
8308,4,43,0,8,6,25,2,Kashmiri
8309,8,75,0,9,8,73,7,Bhili
8310,9,94,0,7,3,93,10,English
8311,3,40,0,6,1,16,1,Mizo
8312,2,97,1,8,7,75,8,Odia
8313,4,83,1,4,6,64,6,Khasi
8314,2,96,0,7,5,77,8,Punjabi
8315,1,73,0,5,6,44,4,Manipuri
8316,3,86,0,9,2,66,7,Konkani
8317,7,56,1,6,5,48,5,Bengali
8318,1,78,0,6,9,50,5,English
8319,2,77,1,9,6,56,6,Santali
8320,1,83,1,4,6,55,5,Khasi
8321,8,90,0,8,4,83,9,Bhili
8322,5,72,1,9,2,58,6,Odia
8323,8,99,1,6,1,93,10,Konkani
8324,3,60,1,4,6,38,4,Nepali
8325,7,65,0,4,3,55,5,Khasi
8326,8,85,0,5,1,80,8,Tamil
8327,6,75,0,4,7,64,6,Bengali
8328,7,44,0,7,1,37,3,Hindi
8329,2,72,0,6,5,49,5,Urdu
8330,8,40,0,7,3,33,3,English
8331,5,92,0,4,8,78,8,English
8332,7,45,0,4,4,31,3,Tamil
8333,1,76,1,7,3,53,5,Telugu
8334,5,41,0,5,7,25,2,Meitei
8335,1,96,1,4,2,69,7,Dogri
8336,8,92,1,7,8,89,9,Sindhi
8337,4,98,0,7,7,80,8,Tamil
8338,4,98,1,6,7,80,8,Konkani
8339,2,44,1,5,9,22,2,English
8340,5,65,0,8,4,52,5,Malayalam
8341,1,80,1,7,0,59,6,Malayalam
8342,9,90,0,6,9,88,9,Telugu
8343,5,92,1,8,8,81,8,Tamil
8344,6,86,1,6,1,79,8,Chhattisgarhi
8345,2,52,0,6,0,28,2,Assamese
8346,1,51,1,9,5,28,2,Hindi
8347,4,44,1,5,0,19,1,Santali
8348,7,41,0,4,9,31,3,Garo
8349,6,98,0,5,9,87,9,English
8350,1,43,1,8,9,17,1,Sanskrit
8351,1,98,1,9,6,75,8,Santali
8352,8,66,0,5,6,61,6,Santhali
8353,4,89,1,4,0,72,7,Bengali
8354,7,49,0,5,4,36,3,Chhattisgarhi
8355,8,52,0,5,2,45,4,Khasi
8356,7,83,1,7,1,74,8,Bodo
8357,2,41,1,7,4,17,1,Malayalam
8358,4,65,1,5,4,47,5,Urdu
8359,1,54,0,4,1,25,2,Dogri
8360,9,85,1,4,5,81,8,English
8361,3,96,0,4,6,74,8,Sanskrit
8362,3,49,1,4,0,30,3,Manipuri
8363,9,61,0,9,2,59,6,Khasi
8364,3,79,0,9,3,60,6,Bodo
8365,8,64,1,6,1,58,6,Chhattisgarhi
8366,2,54,0,5,9,28,2,Sanskrit
8367,3,52,1,5,4,33,3,Mizo
8368,2,47,1,6,3,30,3,Bhili
8369,1,60,1,4,1,31,3,Bengali
8370,2,60,1,8,0,36,3,Sanskrit
8371,8,61,1,8,7,56,6,Khasi
8372,9,85,0,6,1,82,8,Hindi
8373,2,72,1,8,3,50,5,Telugu
8374,7,84,0,7,9,76,8,Meitei
8375,5,66,1,5,4,52,5,Dogri
8376,3,79,0,8,1,60,6,Konkani
8377,9,89,0,9,9,91,9,Kashmiri
8378,6,61,1,9,8,52,5,Marathi
8379,1,69,0,7,1,43,4,Bodo
8380,5,48,1,5,5,32,3,Sindhi
8381,7,84,1,7,6,77,8,Kashmiri
8382,4,74,1,5,5,55,5,Hindi
8383,8,57,0,5,3,52,5,Santali
8384,5,81,0,8,0,68,7,Konkani
8385,9,44,0,9,1,41,4,Khasi
8386,9,66,0,6,9,63,6,Odia
8387,9,96,1,8,9,99,10,Sindhi
8388,1,45,1,4,5,17,1,Nepali
8389,2,71,0,7,7,47,5,Santhali
8390,3,47,0,4,2,24,2,Tamil
8391,4,95,1,5,6,80,8,Konkani
8392,9,78,0,8,8,79,8,Chhattisgarhi
8393,6,60,1,4,3,49,5,English
8394,1,57,0,4,6,27,2,Marathi
8395,9,53,0,9,6,51,5,Gujarati
8396,6,54,0,4,9,41,4,Bengali
8397,4,81,1,9,8,67,7,Telugu
8398,4,65,1,9,2,48,5,Hindi
8399,3,92,0,5,0,72,7,Santhali
8400,7,83,0,9,7,75,8,Odia
8401,3,71,0,5,3,48,5,Telugu
8402,2,78,0,9,1,58,6,Sanskrit
8403,8,67,0,9,4,62,6,Manipuri
8404,4,99,0,5,3,83,9,Dogri
8405,8,78,0,4,0,68,7,Gujarati
8406,1,82,0,7,6,55,5,Telugu
8407,5,71,1,8,3,55,5,Sanskrit
8408,9,52,1,8,7,49,5,Gujarati
8409,1,54,1,5,8,27,2,Telugu
8410,4,57,1,4,7,38,4,Dogri
8411,6,78,0,7,0,66,7,Tamil
8412,8,45,1,6,7,37,3,Assamese
8413,3,94,1,5,4,72,7,Mizo
8414,5,50,0,6,0,34,3,Assamese
8415,7,71,1,8,8,68,7,Punjabi
8416,1,79,1,8,8,56,6,Mizo
8417,7,59,1,7,6,52,5,Santhali
8418,8,72,1,7,6,67,7,Mizo
8419,8,79,1,6,0,69,7,Marathi
8420,9,47,0,8,8,45,4,Konkani
8421,6,90,0,7,0,76,8,Khasi
8422,6,74,0,7,6,65,7,Sanskrit
8423,2,44,1,8,8,26,2,Manipuri
8424,3,74,1,8,8,54,5,Meitei
8425,4,86,1,4,4,68,7,Garo
8426,4,53,0,9,5,34,3,Manipuri
8427,8,60,1,7,1,56,6,English
8428,1,86,1,6,1,63,6,Santali
8429,4,56,1,5,8,40,4,Punjabi
8430,3,73,0,9,9,56,6,Bodo
8431,5,51,1,6,4,36,3,Gujarati
8432,6,55,0,4,6,41,4,Dogri
8433,9,43,0,7,9,43,4,Dogri
8434,9,64,0,4,5,61,6,Odia
8435,9,73,1,6,5,69,7,Konkani
8436,1,67,0,4,5,44,4,Kannada
8437,9,85,0,8,7,82,8,Garo
8438,8,50,1,5,6,48,5,Odia
8439,2,52,0,8,4,27,2,Maithili
8440,1,70,0,7,9,45,4,Kannada
8441,1,99,0,8,1,75,8,Kannada
8442,6,64,1,6,9,54,5,Maithili
8443,9,78,1,6,5,76,8,Assamese
8444,7,49,0,7,9,44,4,Maithili
8445,5,63,1,7,4,50,5,Kannada
8446,2,40,1,5,3,17,1,Tamil
8447,1,92,1,4,9,66,7,Khasi
8448,2,64,0,5,4,42,4,Meitei
8449,1,67,0,8,8,42,4,Khasi
8450,3,75,1,4,1,56,6,Bengali
8451,6,57,0,7,5,48,5,Santhali
8452,8,45,1,6,8,40,4,Tamil
8453,3,41,1,8,9,24,2,Nepali
8454,9,42,0,5,4,38,4,Meitei
8455,5,85,1,9,5,73,7,Bhili
8456,7,47,1,9,9,40,4,Mizo
8457,8,70,1,7,3,62,6,Kannada
8458,2,89,1,4,0,68,7,English
8459,5,45,0,6,0,30,3,Urdu
8460,1,53,1,7,9,31,3,Manipuri
8461,2,42,0,7,3,15,1,Odia
8462,9,87,1,8,9,89,9,Sindhi
8463,7,40,1,8,2,33,3,Urdu
8464,6,83,0,4,4,72,7,Odia
8465,9,69,0,9,9,64,6,Chhattisgarhi
8466,7,85,1,9,7,78,8,Meitei
8467,5,58,1,5,0,40,4,Bengali
8468,9,93,1,4,4,91,9,Kashmiri
8469,6,58,1,9,4,49,5,Bodo
8470,6,48,1,8,1,38,4,Konkani
8471,4,46,0,8,4,28,2,Bodo
8472,1,85,0,8,7,62,6,Urdu
8473,5,76,1,4,9,62,6,Marathi
8474,9,89,0,7,6,89,9,Malayalam
8475,8,80,0,5,1,74,8,Tulu
8476,8,92,1,5,5,85,9,Tamil
8477,5,46,0,8,9,33,3,Marathi
8478,9,48,1,6,0,41,4,Punjabi
8479,3,43,0,4,9,24,2,Manipuri
8480,3,64,0,9,9,47,5,Khasi
8481,1,88,0,9,2,65,7,Nepali
8482,9,51,0,7,5,50,5,Mizo
8483,6,45,0,8,8,35,3,Maithili
8484,2,57,1,6,0,30,3,Nepali
8485,8,79,0,8,5,76,8,Dogri
8486,9,60,1,6,1,55,5,Sanskrit
8487,9,54,0,5,8,49,5,Dogri
8488,2,42,0,6,1,19,1,Chhattisgarhi
8489,2,41,0,5,2,15,1,Telugu
8490,7,95,1,5,1,86,9,Odia
8491,4,94,0,4,3,77,8,Bengali
8492,8,79,1,7,9,77,8,Mizo
8493,2,98,1,7,0,74,8,Marathi
8494,3,43,1,6,7,23,2,Bhili
8495,5,71,0,4,4,56,6,Meitei
8496,3,41,0,7,7,18,1,Malayalam
8497,7,85,0,8,5,76,8,Konkani
8498,7,68,0,7,1,57,6,Tamil
8499,2,41,1,4,6,13,1,Bodo
8500,7,73,1,5,9,64,6,Malayalam
8501,6,66,0,5,8,54,5,Sanskrit
8502,9,99,1,5,6,97,10,Tamil
8503,9,93,1,4,4,89,9,Sanskrit
8504,2,78,1,5,3,53,5,Khasi
8505,7,83,0,5,7,74,8,Nepali
8506,5,77,1,4,5,61,6,Kannada
8507,6,57,0,8,4,41,4,Punjabi
8508,1,75,0,7,6,48,5,Odia
8509,7,58,0,4,2,48,5,Marathi
8510,6,66,1,4,8,54,5,Tulu
8511,4,84,1,6,3,67,7,Bhili
8512,1,59,1,5,3,34,3,Sindhi
8513,9,60,1,9,7,60,6,Malayalam
8514,4,62,0,8,5,46,4,Dogri
8515,2,69,0,9,0,45,4,Garo
8516,8,64,0,6,1,56,6,Bodo
8517,2,70,1,8,8,49,5,Konkani
8518,5,66,1,5,5,49,5,Khasi
8519,6,73,1,9,6,65,7,Mizo
8520,8,47,0,5,8,39,4,Assamese
8521,1,58,0,5,2,33,3,Bhili
8522,1,80,1,7,4,55,5,Odia
8523,4,65,0,8,4,50,5,Tamil
8524,5,67,0,8,9,52,5,Assamese
8525,9,43,1,6,6,43,4,Santali
8526,7,70,1,4,1,58,6,Gujarati
8527,7,55,0,5,3,45,4,Manipuri
8528,8,90,1,5,3,81,8,Kannada
8529,5,49,0,9,7,36,3,Konkani
8530,5,77,1,6,9,64,6,Assamese
8531,1,87,0,8,2,57,6,Konkani
8532,9,49,1,7,1,46,4,Khasi
8533,6,84,1,8,8,76,8,Garo
8534,9,48,1,7,3,43,4,Kannada
8535,3,78,0,7,8,58,6,Tulu
8536,5,75,0,8,5,61,6,Meitei
8537,2,90,1,9,0,72,7,Malayalam
8538,5,97,0,5,2,82,8,Gujarati
8539,8,75,0,7,6,69,7,Santhali
8540,2,58,1,9,8,35,3,Assamese
8541,8,99,1,6,7,91,9,Manipuri
8542,4,58,1,6,4,40,4,Mizo
8543,1,51,0,7,7,26,2,Sindhi
8544,5,52,1,5,1,34,3,Santhali
8545,1,64,0,7,2,35,3,Chhattisgarhi
8546,7,75,0,6,7,67,7,Urdu
8547,8,64,0,6,8,60,6,Maithili
8548,3,67,1,8,9,48,5,Bodo
8549,3,81,1,5,7,62,6,Manipuri
8550,7,92,0,8,3,84,9,Urdu
8551,4,78,0,9,5,67,7,Gujarati
8552,3,69,1,9,4,50,5,Malayalam
8553,8,44,1,9,3,42,4,Chhattisgarhi
8554,3,56,1,4,8,37,3,Khasi
8555,7,57,1,9,9,50,5,Urdu
8556,2,82,1,7,2,61,6,Chhattisgarhi
8557,1,86,1,8,0,61,6,Khasi
8558,6,60,1,9,6,48,5,Santali
8559,8,61,1,5,9,56,6,Marathi
8560,1,78,1,9,7,54,5,Telugu
8561,9,89,0,7,2,86,9,English
8562,3,97,1,7,2,77,8,Tamil
8563,3,96,1,7,5,77,8,Maithili
8564,4,45,0,7,1,25,2,Kannada
8565,1,89,1,7,5,67,7,Urdu
8566,9,55,1,5,4,51,5,Bodo
8567,3,41,0,4,6,20,2,Punjabi
8568,4,90,1,6,8,74,8,Gujarati
8569,1,40,0,4,8,12,1,Kashmiri
8570,4,96,0,6,0,78,8,Chhattisgarhi
8571,1,69,1,8,6,48,5,Telugu
8572,5,97,0,7,2,79,8,Santali
8573,5,82,0,8,3,66,7,Dogri
8574,7,91,0,8,1,82,8,Dogri
8575,8,76,0,6,0,67,7,Malayalam
8576,4,87,1,5,9,75,8,Assamese
8577,7,62,0,7,2,52,5,Nepali
8578,4,40,0,9,9,25,2,Bhili
8579,3,58,1,8,8,39,4,Manipuri
8580,6,85,0,4,0,66,7,Manipuri
8581,4,42,1,7,2,24,2,Kashmiri
8582,3,41,0,5,4,17,1,Punjabi
8583,9,95,1,7,2,93,10,Maithili
8584,5,76,0,9,3,62,6,Gujarati
8585,7,56,1,9,3,47,5,Bodo
8586,6,67,0,8,0,55,5,Manipuri
8587,5,57,1,4,5,41,4,Punjabi
8588,7,72,1,8,6,67,7,Manipuri
8589,2,61,1,6,5,42,4,Manipuri
8590,3,80,1,9,6,64,6,Konkani
8591,2,66,0,4,2,42,4,Konkani
8592,3,94,0,9,4,77,8,Kashmiri
8593,1,76,1,5,6,52,5,Santali
8594,8,71,1,5,9,62,6,Assamese
8595,2,84,0,8,9,60,6,Dogri
8596,8,58,1,9,1,49,5,Santali
8597,6,67,0,8,5,54,5,Khasi
8598,7,67,1,9,6,61,6,Bhili
8599,1,95,1,8,1,67,7,Khasi
8600,7,49,1,6,9,42,4,Assamese
8601,3,59,0,7,7,43,4,Gujarati
8602,8,64,1,7,4,58,6,Manipuri
8603,6,60,0,8,7,50,5,Odia
8604,4,53,0,8,2,34,3,Bodo
8605,8,61,0,6,1,51,5,Tamil
8606,9,92,0,7,6,89,9,Bodo
8607,2,65,1,6,4,41,4,Chhattisgarhi
8608,6,83,1,5,4,70,7,Bengali
8609,5,50,0,9,7,35,3,Santali
8610,5,94,1,7,8,79,8,Chhattisgarhi
8611,3,46,0,8,7,26,2,Tulu
8612,8,56,1,4,9,46,4,Dogri
8613,8,57,1,5,1,51,5,Santhali
8614,5,46,1,9,9,30,3,Bodo
8615,8,95,1,4,6,88,9,Kannada
8616,8,59,1,6,4,55,5,Khasi
8617,3,77,1,9,6,60,6,Santali
8618,2,50,0,6,2,26,2,Kannada
8619,9,83,1,6,3,85,9,Manipuri
8620,2,97,1,8,6,76,8,Urdu
8621,9,55,1,6,1,53,5,Meitei
8622,4,90,0,4,1,70,7,Tamil
8623,2,94,1,5,0,64,6,English
8624,1,66,1,8,0,41,4,Santali
8625,4,90,1,5,0,73,7,Sindhi
8626,9,50,0,6,5,47,5,Malayalam
8627,9,55,1,7,4,49,5,Santhali
8628,4,62,0,9,9,53,5,Maithili
8629,9,99,0,8,7,95,10,Santali
8630,6,98,1,6,4,87,9,Punjabi
8631,1,51,1,8,0,26,2,Santali
8632,6,98,0,7,7,89,9,Kannada
8633,9,79,0,4,5,73,7,Meitei
8634,2,42,1,4,7,19,1,Maithili
8635,6,41,1,9,1,33,3,Hindi
8636,2,99,0,4,9,75,8,Maithili
8637,4,77,0,7,7,59,6,Malayalam
8638,8,87,0,5,5,79,8,Konkani
8639,7,91,0,7,0,82,8,Marathi
8640,9,63,1,7,0,58,6,Assamese
8641,1,86,1,4,4,59,6,Bodo
8642,2,85,0,8,6,63,6,Kashmiri
8643,6,73,0,9,3,60,6,Assamese
8644,7,59,1,5,9,55,5,Odia
8645,3,57,1,8,4,38,4,Marathi
8646,7,57,1,6,2,48,5,Bengali
8647,6,41,0,5,1,24,2,Marathi
8648,6,40,1,8,1,27,2,Dogri
8649,1,59,1,5,4,34,3,Bhili
8650,5,73,1,5,3,59,6,Punjabi
8651,3,80,0,4,1,60,6,Garo
8652,7,80,0,8,4,75,8,Kannada
8653,3,87,1,4,9,67,7,English
8654,5,50,0,4,8,36,3,Maithili
8655,7,66,0,9,7,60,6,Chhattisgarhi
8656,3,62,1,4,8,43,4,Odia
8657,2,77,0,7,8,52,5,Nepali
8658,6,83,1,6,7,73,7,Nepali
8659,8,42,1,6,8,36,3,Tamil
8660,4,51,1,7,3,37,3,Dogri
8661,9,69,0,5,7,66,7,Bhili
8662,7,62,0,8,8,54,5,Punjabi
8663,7,40,0,8,8,31,3,Santhali
8664,3,80,0,4,2,59,6,Tamil
8665,6,59,0,8,5,49,5,Odia
8666,5,93,1,8,6,80,8,Konkani
8667,1,45,1,8,2,19,1,Marathi
8668,3,50,0,6,4,27,2,Khasi
8669,1,74,1,7,0,51,5,Mizo
8670,4,43,0,9,2,25,2,English
8671,3,68,0,5,7,48,5,Santali
8672,4,98,1,7,2,82,8,Meitei
8673,3,90,1,5,8,70,7,Hindi
8674,6,68,0,5,5,57,6,Odia
8675,6,77,0,7,6,69,7,Hindi
8676,7,40,0,7,5,32,3,Khasi
8677,9,79,0,7,7,78,8,Manipuri
8678,7,47,1,9,6,41,4,Bengali
8679,8,77,0,9,0,71,7,Urdu
8680,5,56,1,4,2,44,4,Punjabi
8681,9,58,0,6,2,57,6,Odia
8682,5,72,0,9,2,57,6,Telugu
8683,5,54,0,6,3,41,4,Nepali
8684,2,84,0,8,0,62,6,Malayalam
8685,3,70,0,4,1,48,5,Hindi
8686,9,60,0,5,4,59,6,Bengali
8687,7,42,1,7,5,34,3,Tulu
8688,1,41,0,8,8,17,1,Sanskrit
8689,3,74,1,5,1,54,5,Chhattisgarhi
8690,2,80,0,6,8,55,5,Punjabi
8691,1,98,1,5,6,73,7,Bengali
8692,9,55,1,7,8,50,5,Bodo
8693,8,95,1,7,3,91,9,Dogri
8694,5,84,1,9,6,73,7,Bengali
8695,2,90,0,9,0,70,7,Bhili
8696,1,98,0,6,7,74,8,Bengali
8697,7,89,0,7,6,86,9,Konkani
8698,2,60,1,4,6,34,3,Khasi
8699,1,51,1,8,1,25,2,Garo
8700,2,67,1,6,9,47,5,Gujarati
8701,7,51,1,6,8,45,4,Mizo
8702,7,72,1,5,7,62,6,Telugu
8703,6,59,1,6,0,49,5,Meitei
8704,5,79,1,8,0,62,6,Malayalam
8705,3,88,0,4,4,65,7,Bodo
8706,3,60,1,5,1,40,4,Chhattisgarhi
8707,9,99,0,8,0,97,10,Maithili
8708,4,91,0,9,9,79,8,Assamese
8709,9,93,1,6,7,93,10,Odia
8710,4,78,1,7,3,60,6,Nepali
8711,2,80,1,9,1,61,6,Konkani
8712,4,88,1,7,4,73,7,Manipuri
8713,6,98,0,8,5,89,9,Telugu
8714,6,81,1,4,7,71,7,Odia
8715,5,75,0,7,6,61,6,Maithili
8716,1,61,1,8,6,39,4,Garo
8717,3,65,0,5,0,44,4,Konkani
8718,5,46,0,6,2,32,3,Sindhi
8719,6,46,0,4,2,35,3,Manipuri
8720,1,47,0,4,6,20,2,Telugu
8721,9,65,0,5,1,62,6,Santali
8722,3,63,1,4,9,42,4,Meitei
8723,3,63,1,8,6,43,4,Bodo
8724,2,79,1,4,8,56,6,Kannada
8725,8,87,0,4,0,79,8,Sanskrit
8726,3,51,1,4,1,30,3,Manipuri
8727,6,86,0,8,5,73,7,Maithili
8728,2,47,0,9,1,25,2,Meitei
8729,7,93,1,6,1,84,9,Hindi
8730,4,48,0,7,4,27,2,Garo
8731,9,42,1,9,6,41,4,Punjabi
8732,9,93,0,4,3,92,10,Bengali
8733,7,60,1,5,5,53,5,Maithili
8734,8,70,0,5,2,63,6,Maithili
8735,3,87,1,8,3,67,7,Bhili
8736,5,86,1,6,3,74,8,Odia
8737,2,63,0,4,3,37,3,Bengali
8738,7,43,0,8,0,33,3,Sanskrit
8739,8,59,0,7,3,58,6,English
8740,9,55,1,6,3,55,5,Sindhi
8741,7,49,1,6,5,40,4,Bengali
8742,8,82,0,8,8,79,8,Bengali
8743,9,65,1,9,9,68,7,English
8744,6,68,1,5,5,57,6,Khasi
8745,2,44,0,9,5,20,2,English
8746,2,50,1,6,6,28,2,Mizo
8747,4,68,1,5,6,50,5,Marathi
8748,9,84,1,6,0,80,8,Marathi
8749,8,87,0,7,8,81,8,Gujarati
8750,7,54,1,5,3,46,4,Gujarati
8751,9,82,1,7,8,83,9,Tulu
8752,8,59,1,5,7,58,6,Garo
8753,3,73,1,7,8,53,5,Punjabi
8754,1,99,1,7,5,73,7,Telugu
8755,2,99,0,7,8,79,8,Hindi
8756,2,41,1,8,3,15,1,Manipuri
8757,4,83,1,7,2,62,6,Konkani
8758,6,55,1,9,2,46,4,Tulu
8759,4,58,1,9,7,41,4,Hindi
8760,9,73,0,6,1,68,7,Bengali
8761,4,88,1,4,5,72,7,Sanskrit
8762,6,53,1,7,8,43,4,Malayalam
8763,6,63,1,4,8,51,5,Meitei
8764,1,67,1,4,7,38,4,Maithili
8765,8,87,0,6,7,80,8,Malayalam
8766,3,71,0,4,0,48,5,Manipuri
8767,6,76,1,4,6,63,6,Malayalam
8768,3,49,1,9,0,31,3,Tamil
8769,2,88,1,4,8,66,7,Konkani
8770,5,84,1,5,2,69,7,Marathi
8771,1,87,1,7,0,62,6,Santali
8772,9,48,0,7,7,49,5,Meitei
8773,7,63,0,4,6,54,5,Kashmiri
8774,3,75,1,6,1,57,6,Chhattisgarhi
8775,4,95,1,5,6,77,8,Tamil
8776,6,68,1,6,4,56,6,Malayalam
8777,3,99,0,6,6,79,8,Garo
8778,7,68,1,4,9,60,6,Sindhi
8779,6,97,1,8,6,88,9,Marathi
8780,9,87,0,4,1,83,9,Maithili
8781,5,62,0,9,1,43,4,Marathi
8782,4,66,1,8,6,48,5,Khasi
8783,3,70,1,5,2,50,5,Khasi
8784,1,82,1,8,3,61,6,Manipuri
8785,3,46,1,4,6,24,2,Bengali
8786,3,88,0,4,1,71,7,Khasi
8787,7,93,0,6,1,81,8,Punjabi
8788,1,43,0,9,0,17,1,Meitei
8789,3,53,1,4,2,30,3,Malayalam
8790,8,81,0,7,9,78,8,Tamil
8791,9,81,1,7,3,78,8,Nepali
8792,7,49,1,6,4,37,3,Tamil
8793,7,98,0,8,2,86,9,Manipuri
8794,8,83,0,8,8,77,8,Konkani
8795,6,73,0,7,4,63,6,Santali
8796,3,65,0,9,6,46,4,English
8797,1,62,0,5,6,38,4,Dogri
8798,7,48,1,9,8,41,4,Marathi
8799,1,76,1,7,1,51,5,Marathi
8800,1,47,0,9,2,24,2,Kashmiri
8801,9,92,1,5,3,88,9,Manipuri
8802,7,53,1,8,7,50,5,Mizo
8803,4,46,1,7,0,30,3,Tamil
8804,6,46,1,4,8,32,3,Telugu
8805,1,48,0,5,4,18,1,Bodo
8806,7,42,1,5,3,29,3,Konkani
8807,6,53,1,5,7,41,4,Assamese
8808,4,56,1,8,8,37,3,Assamese
8809,7,89,1,9,2,85,9,Khasi
8810,3,83,0,6,3,67,7,Khasi
8811,1,61,1,4,0,30,3,Malayalam
8812,4,85,1,7,2,69,7,Maithili
8813,3,65,1,9,9,43,4,Khasi
8814,1,97,0,5,4,72,7,Chhattisgarhi
8815,2,67,0,8,7,47,5,Nepali
8816,5,84,1,5,0,69,7,Kashmiri
8817,8,53,1,9,0,48,5,Bodo
8818,1,48,0,7,2,20,2,Telugu
8819,4,90,1,4,8,73,7,Manipuri
8820,4,65,0,5,8,49,5,Bhili
